study_id,fold
1.2.826.0.1.3680043.20971,2
1.2.826.0.1.3680043.20976,4
1.2.826.0.1.3680043.20981,0
1.2.826.0.1.3680043.20995,2
1.2.826.0.1.3680043.21027,2
1.2.826.0.1.3680043.21037,1
1.2.826.0.1.3680043.21040,0
1.2.826.0.1.3680043.21058,1
1.2.826.0.1.3680043.21059,4
1.2.826.0.1.3680043.21120,4
1.2.826.0.1.3680043.21161,4
1.2.826.0.1.3680043.21166,1
1.2.826.0.1.3680043.21167,4
1.2.826.0.1.3680043.21171,4
1.2.826.0.1.3680043.21219,4
1.2.826.0.1.3680043.21224,4
1.2.826.0.1.3680043.21231,3
1.2.826.0.1.3680043.21239,2
1.2.826.0.1.3680043.21257,0
1.2.826.0.1.3680043.21259,0
1.2.826.0.1.3680043.21283,2
1.2.826.0.1.3680043.21286,4
1.2.826.0.1.3680043.21292,1
1.2.826.0.1.3680043.21295,4
1.2.826.0.1.3680043.21296,2
1.2.826.0.1.3680043.21305,4
1.2.826.0.1.3680043.21312,0
1.2.826.0.1.3680043.21321,4
1.2.826.0.1.3680043.21326,4
1.2.826.0.1.3680043.21340,3
1.2.826.0.1.3680043.21350,3
1.2.826.0.1.3680043.21355,4
1.2.826.0.1.3680043.21370,1
1.2.826.0.1.3680043.2143,1
1.2.826.0.1.3680043.21459,1
1.2.826.0.1.3680043.21477,4
1.2.826.0.1.3680043.21515,4
1.2.826.0.1.3680043.2152,3
1.2.826.0.1.3680043.21526,1
1.2.826.0.1.3680043.21554,2
1.2.826.0.1.3680043.21560,3
1.2.826.0.1.3680043.21561,2
1.2.826.0.1.3680043.21586,4
1.2.826.0.1.3680043.21589,4
1.2.826.0.1.3680043.2159,4
1.2.826.0.1.3680043.21594,4
1.2.826.0.1.3680043.21628,1
1.2.826.0.1.3680043.21639,4
1.2.826.0.1.3680043.21651,3
1.2.826.0.1.3680043.2168,4
1.2.826.0.1.3680043.21684,2
1.2.826.0.1.3680043.2170,4
1.2.826.0.1.3680043.21714,0
1.2.826.0.1.3680043.2172,4
1.2.826.0.1.3680043.21724,3
1.2.826.0.1.3680043.21754,0
1.2.826.0.1.3680043.21758,0
1.2.826.0.1.3680043.21760,4
1.2.826.0.1.3680043.21806,4
1.2.826.0.1.3680043.21809,3
1.2.826.0.1.3680043.21810,4
1.2.826.0.1.3680043.21818,4
1.2.826.0.1.3680043.21821,2
1.2.826.0.1.3680043.21825,1
1.2.826.0.1.3680043.2188,3
1.2.826.0.1.3680043.21888,3
1.2.826.0.1.3680043.21904,1
1.2.826.0.1.3680043.21920,3
1.2.826.0.1.3680043.21933,1
1.2.826.0.1.3680043.21963,0
1.2.826.0.1.3680043.21978,1
1.2.826.0.1.3680043.21982,3
1.2.826.0.1.3680043.21988,4
1.2.826.0.1.3680043.21997,1
1.2.826.0.1.3680043.22004,0
1.2.826.0.1.3680043.22006,3
1.2.826.0.1.3680043.22010,2
1.2.826.0.1.3680043.22019,0
1.2.826.0.1.3680043.22022,2
1.2.826.0.1.3680043.22042,3
1.2.826.0.1.3680043.22050,1
1.2.826.0.1.3680043.22081,2
1.2.826.0.1.3680043.2210,4
1.2.826.0.1.3680043.22120,4
1.2.826.0.1.3680043.22140,1
1.2.826.0.1.3680043.22149,0
1.2.826.0.1.3680043.22159,3
1.2.826.0.1.3680043.22184,2
1.2.826.0.1.3680043.2221,1
1.2.826.0.1.3680043.22240,0
1.2.826.0.1.3680043.22245,0
1.2.826.0.1.3680043.22276,2
1.2.826.0.1.3680043.22282,4
1.2.826.0.1.3680043.2230,0
1.2.826.0.1.3680043.22310,2
1.2.826.0.1.3680043.22358,2
1.2.826.0.1.3680043.22361,0
1.2.826.0.1.3680043.22392,1
1.2.826.0.1.3680043.2243,2
1.2.826.0.1.3680043.22430,3
1.2.826.0.1.3680043.22436,0
1.2.826.0.1.3680043.22438,4
1.2.826.0.1.3680043.22444,3
1.2.826.0.1.3680043.22447,1
1.2.826.0.1.3680043.22477,1
1.2.826.0.1.3680043.22478,4
1.2.826.0.1.3680043.2248,4
1.2.826.0.1.3680043.22510,3
1.2.826.0.1.3680043.22517,2
1.2.826.0.1.3680043.22538,3
1.2.826.0.1.3680043.22543,4
1.2.826.0.1.3680043.22548,3
1.2.826.0.1.3680043.22560,1
1.2.826.0.1.3680043.22575,1
1.2.826.0.1.3680043.22596,3
1.2.826.0.1.3680043.22643,0
1.2.826.0.1.3680043.22669,2
1.2.826.0.1.3680043.2267,4
1.2.826.0.1.3680043.22672,1
1.2.826.0.1.3680043.22675,2
1.2.826.0.1.3680043.22678,0
1.2.826.0.1.3680043.22691,2
1.2.826.0.1.3680043.22701,2
1.2.826.0.1.3680043.22711,0
1.2.826.0.1.3680043.22717,3
1.2.826.0.1.3680043.22755,0
1.2.826.0.1.3680043.22757,1
1.2.826.0.1.3680043.22759,4
1.2.826.0.1.3680043.22780,4
1.2.826.0.1.3680043.22793,3
1.2.826.0.1.3680043.22804,1
1.2.826.0.1.3680043.22806,2
1.2.826.0.1.3680043.22808,3
1.2.826.0.1.3680043.22829,1
1.2.826.0.1.3680043.22841,0
1.2.826.0.1.3680043.2286,4
1.2.826.0.1.3680043.22885,3
1.2.826.0.1.3680043.22889,1
1.2.826.0.1.3680043.2289,0
1.2.826.0.1.3680043.22926,1
1.2.826.0.1.3680043.22930,4
1.2.826.0.1.3680043.22944,3
1.2.826.0.1.3680043.22950,2
1.2.826.0.1.3680043.22968,1
1.2.826.0.1.3680043.2297,1
1.2.826.0.1.3680043.22980,4
1.2.826.0.1.3680043.22993,4
1.2.826.0.1.3680043.23052,2
1.2.826.0.1.3680043.23099,0
1.2.826.0.1.3680043.23104,3
1.2.826.0.1.3680043.23126,1
1.2.826.0.1.3680043.23168,0
1.2.826.0.1.3680043.2321,1
1.2.826.0.1.3680043.23212,1
1.2.826.0.1.3680043.23216,3
1.2.826.0.1.3680043.2325,0
1.2.826.0.1.3680043.23251,3
1.2.826.0.1.3680043.23252,3
1.2.826.0.1.3680043.23257,3
1.2.826.0.1.3680043.23260,1
1.2.826.0.1.3680043.23261,4
1.2.826.0.1.3680043.23325,2
1.2.826.0.1.3680043.23353,4
1.2.826.0.1.3680043.23355,2
1.2.826.0.1.3680043.23356,3
1.2.826.0.1.3680043.2336,2
1.2.826.0.1.3680043.23361,1
1.2.826.0.1.3680043.234,4
1.2.826.0.1.3680043.23400,0
1.2.826.0.1.3680043.23410,0
1.2.826.0.1.3680043.23422,4
1.2.826.0.1.3680043.23431,0
1.2.826.0.1.3680043.23432,3
1.2.826.0.1.3680043.23449,4
1.2.826.0.1.3680043.23474,0
1.2.826.0.1.3680043.23475,1
1.2.826.0.1.3680043.23509,2
1.2.826.0.1.3680043.23527,1
1.2.826.0.1.3680043.23528,4
1.2.826.0.1.3680043.23536,3
1.2.826.0.1.3680043.23543,4
1.2.826.0.1.3680043.23597,3
1.2.826.0.1.3680043.23611,1
1.2.826.0.1.3680043.23633,4
1.2.826.0.1.3680043.23648,0
1.2.826.0.1.3680043.23658,1
1.2.826.0.1.3680043.23660,4
1.2.826.0.1.3680043.23672,2
1.2.826.0.1.3680043.23697,3
1.2.826.0.1.3680043.23715,4
1.2.826.0.1.3680043.2374,0
1.2.826.0.1.3680043.23758,3
1.2.826.0.1.3680043.23765,3
1.2.826.0.1.3680043.23794,0
1.2.826.0.1.3680043.23809,3
1.2.826.0.1.3680043.23817,0
1.2.826.0.1.3680043.23840,0
1.2.826.0.1.3680043.23846,0
1.2.826.0.1.3680043.23847,4
1.2.826.0.1.3680043.23848,3
1.2.826.0.1.3680043.23858,2
1.2.826.0.1.3680043.23860,3
1.2.826.0.1.3680043.23888,3
1.2.826.0.1.3680043.23904,1
1.2.826.0.1.3680043.23916,3
1.2.826.0.1.3680043.23923,4
1.2.826.0.1.3680043.23944,2
1.2.826.0.1.3680043.2395,0
1.2.826.0.1.3680043.23957,2
1.2.826.0.1.3680043.23968,1
1.2.826.0.1.3680043.23978,3
1.2.826.0.1.3680043.23986,0
1.2.826.0.1.3680043.24007,2
1.2.826.0.1.3680043.24010,4
1.2.826.0.1.3680043.24013,1
1.2.826.0.1.3680043.24018,0
1.2.826.0.1.3680043.24045,1
1.2.826.0.1.3680043.24049,2
1.2.826.0.1.3680043.24107,4
1.2.826.0.1.3680043.24115,1
1.2.826.0.1.3680043.24131,3
1.2.826.0.1.3680043.24140,2
1.2.826.0.1.3680043.24149,4
1.2.826.0.1.3680043.24170,1
1.2.826.0.1.3680043.24178,2
1.2.826.0.1.3680043.24206,4
1.2.826.0.1.3680043.24214,4
1.2.826.0.1.3680043.24264,2
1.2.826.0.1.3680043.24281,1
1.2.826.0.1.3680043.24284,1
1.2.826.0.1.3680043.24289,3
1.2.826.0.1.3680043.24307,2
1.2.826.0.1.3680043.24316,2
1.2.826.0.1.3680043.24317,2
1.2.826.0.1.3680043.24325,2
1.2.826.0.1.3680043.24326,3
1.2.826.0.1.3680043.24327,1
1.2.826.0.1.3680043.2434,0
1.2.826.0.1.3680043.24343,0
1.2.826.0.1.3680043.2438,0
1.2.826.0.1.3680043.24385,0
1.2.826.0.1.3680043.24389,0
1.2.826.0.1.3680043.24415,3
1.2.826.0.1.3680043.24418,4
1.2.826.0.1.3680043.24445,2
1.2.826.0.1.3680043.24477,0
1.2.826.0.1.3680043.24508,0
1.2.826.0.1.3680043.2454,2
1.2.826.0.1.3680043.24562,2
1.2.826.0.1.3680043.24570,0
1.2.826.0.1.3680043.24593,2
1.2.826.0.1.3680043.24595,2
1.2.826.0.1.3680043.24606,4
1.2.826.0.1.3680043.24615,3
1.2.826.0.1.3680043.24617,1
1.2.826.0.1.3680043.24639,3
1.2.826.0.1.3680043.24643,3
1.2.826.0.1.3680043.2467,2
1.2.826.0.1.3680043.24691,4
1.2.826.0.1.3680043.24704,1
1.2.826.0.1.3680043.2475,3
1.2.826.0.1.3680043.24761,1
1.2.826.0.1.3680043.24772,0
1.2.826.0.1.3680043.24857,1
1.2.826.0.1.3680043.2487,2
1.2.826.0.1.3680043.24878,0
1.2.826.0.1.3680043.24891,3
1.2.826.0.1.3680043.24918,0
1.2.826.0.1.3680043.24930,1
1.2.826.0.1.3680043.24944,2
1.2.826.0.1.3680043.24946,1
1.2.826.0.1.3680043.24953,1
1.2.826.0.1.3680043.24955,2
1.2.826.0.1.3680043.24962,2
1.2.826.0.1.3680043.24974,1
1.2.826.0.1.3680043.24988,0
1.2.826.0.1.3680043.24989,0
1.2.826.0.1.3680043.25035,0
1.2.826.0.1.3680043.2507,3
1.2.826.0.1.3680043.25071,2
1.2.826.0.1.3680043.25080,2
1.2.826.0.1.3680043.25093,1
1.2.826.0.1.3680043.25103,0
1.2.826.0.1.3680043.25130,0
1.2.826.0.1.3680043.25144,1
1.2.826.0.1.3680043.25154,4
1.2.826.0.1.3680043.25161,1
1.2.826.0.1.3680043.25172,1
1.2.826.0.1.3680043.25174,4
1.2.826.0.1.3680043.25191,0
1.2.826.0.1.3680043.25198,2
1.2.826.0.1.3680043.2521,1
1.2.826.0.1.3680043.25220,2
1.2.826.0.1.3680043.25238,1
1.2.826.0.1.3680043.25245,2
1.2.826.0.1.3680043.25278,1
1.2.826.0.1.3680043.25289,2
1.2.826.0.1.3680043.25301,1
1.2.826.0.1.3680043.25319,3
1.2.826.0.1.3680043.25339,1
1.2.826.0.1.3680043.25352,1
1.2.826.0.1.3680043.25356,4
1.2.826.0.1.3680043.25367,2
1.2.826.0.1.3680043.25377,1
1.2.826.0.1.3680043.2542,0
1.2.826.0.1.3680043.2543,2
1.2.826.0.1.3680043.25434,2
1.2.826.0.1.3680043.25435,3
1.2.826.0.1.3680043.25445,0
1.2.826.0.1.3680043.25493,4
1.2.826.0.1.3680043.25509,4
1.2.826.0.1.3680043.25515,2
1.2.826.0.1.3680043.25548,0
1.2.826.0.1.3680043.25572,1
1.2.826.0.1.3680043.25600,2
1.2.826.0.1.3680043.25616,1
1.2.826.0.1.3680043.25638,0
1.2.826.0.1.3680043.25651,2
1.2.826.0.1.3680043.25669,4
1.2.826.0.1.3680043.25704,0
1.2.826.0.1.3680043.25722,4
1.2.826.0.1.3680043.25770,3
1.2.826.0.1.3680043.25772,3
1.2.826.0.1.3680043.258,3
1.2.826.0.1.3680043.25812,2
1.2.826.0.1.3680043.25825,0
1.2.826.0.1.3680043.25833,4
1.2.826.0.1.3680043.25834,3
1.2.826.0.1.3680043.25838,1
1.2.826.0.1.3680043.25867,3
1.2.826.0.1.3680043.25883,3
1.2.826.0.1.3680043.25891,2
1.2.826.0.1.3680043.25917,1
1.2.826.0.1.3680043.25919,3
1.2.826.0.1.3680043.2595,2
1.2.826.0.1.3680043.25956,0
1.2.826.0.1.3680043.2596,1
1.2.826.0.1.3680043.25963,2
1.2.826.0.1.3680043.25970,2
1.2.826.0.1.3680043.25987,4
1.2.826.0.1.3680043.26024,4
1.2.826.0.1.3680043.26031,1
1.2.826.0.1.3680043.26034,2
1.2.826.0.1.3680043.26035,2
1.2.826.0.1.3680043.26040,2
1.2.826.0.1.3680043.26052,4
1.2.826.0.1.3680043.26068,0
1.2.826.0.1.3680043.26077,3
1.2.826.0.1.3680043.26097,0
1.2.826.0.1.3680043.26110,1
1.2.826.0.1.3680043.26121,3
1.2.826.0.1.3680043.2614,3
1.2.826.0.1.3680043.26170,4
1.2.826.0.1.3680043.26177,0
1.2.826.0.1.3680043.26179,1
1.2.826.0.1.3680043.26187,2
1.2.826.0.1.3680043.26207,4
1.2.826.0.1.3680043.26217,2
1.2.826.0.1.3680043.26219,2
1.2.826.0.1.3680043.26231,4
1.2.826.0.1.3680043.2624,2
1.2.826.0.1.3680043.26244,0
1.2.826.0.1.3680043.2625,0
1.2.826.0.1.3680043.26293,2
1.2.826.0.1.3680043.26303,3
1.2.826.0.1.3680043.26306,4
1.2.826.0.1.3680043.26315,3
1.2.826.0.1.3680043.26350,2
1.2.826.0.1.3680043.2637,1
1.2.826.0.1.3680043.26389,1
1.2.826.0.1.3680043.26401,2
1.2.826.0.1.3680043.26440,1
1.2.826.0.1.3680043.26442,2
1.2.826.0.1.3680043.2645,2
1.2.826.0.1.3680043.26469,0
1.2.826.0.1.3680043.2648,2
1.2.826.0.1.3680043.26492,0
1.2.826.0.1.3680043.26498,0
1.2.826.0.1.3680043.26500,0
1.2.826.0.1.3680043.26514,0
1.2.826.0.1.3680043.26534,1
1.2.826.0.1.3680043.26536,2
1.2.826.0.1.3680043.26574,0
1.2.826.0.1.3680043.26618,0
1.2.826.0.1.3680043.26649,4
1.2.826.0.1.3680043.2665,4
1.2.826.0.1.3680043.26665,0
1.2.826.0.1.3680043.26676,1
1.2.826.0.1.3680043.2668,1
1.2.826.0.1.3680043.2669,3
1.2.826.0.1.3680043.26740,1
1.2.826.0.1.3680043.26769,4
1.2.826.0.1.3680043.26781,1
1.2.826.0.1.3680043.26791,4
1.2.826.0.1.3680043.26801,4
1.2.826.0.1.3680043.26802,2
1.2.826.0.1.3680043.26820,0
1.2.826.0.1.3680043.26830,3
1.2.826.0.1.3680043.26851,4
1.2.826.0.1.3680043.26869,3
1.2.826.0.1.3680043.26898,4
1.2.826.0.1.3680043.26917,0
1.2.826.0.1.3680043.2693,0
1.2.826.0.1.3680043.26933,3
1.2.826.0.1.3680043.26950,2
1.2.826.0.1.3680043.26958,2
1.2.826.0.1.3680043.26959,1
1.2.826.0.1.3680043.26969,0
1.2.826.0.1.3680043.26979,4
1.2.826.0.1.3680043.26990,3
1.2.826.0.1.3680043.26992,0
1.2.826.0.1.3680043.27,3
1.2.826.0.1.3680043.27016,0
1.2.826.0.1.3680043.27027,3
1.2.826.0.1.3680043.27028,3
1.2.826.0.1.3680043.27030,4
1.2.826.0.1.3680043.27043,2
1.2.826.0.1.3680043.27075,4
1.2.826.0.1.3680043.27079,1
1.2.826.0.1.3680043.271,1
1.2.826.0.1.3680043.27100,4
1.2.826.0.1.3680043.2712,3
1.2.826.0.1.3680043.27121,1
1.2.826.0.1.3680043.27180,3
1.2.826.0.1.3680043.2720,2
1.2.826.0.1.3680043.27218,3
1.2.826.0.1.3680043.27225,2
1.2.826.0.1.3680043.27228,3
1.2.826.0.1.3680043.27262,4
1.2.826.0.1.3680043.27275,1
1.2.826.0.1.3680043.27282,2
1.2.826.0.1.3680043.27284,3
1.2.826.0.1.3680043.27292,0
1.2.826.0.1.3680043.27299,3
1.2.826.0.1.3680043.27316,4
1.2.826.0.1.3680043.27325,0
1.2.826.0.1.3680043.27329,2
1.2.826.0.1.3680043.27360,1
1.2.826.0.1.3680043.27361,3
1.2.826.0.1.3680043.27372,4
1.2.826.0.1.3680043.27390,4
1.2.826.0.1.3680043.27395,3
1.2.826.0.1.3680043.27398,1
1.2.826.0.1.3680043.27411,2
1.2.826.0.1.3680043.27426,1
1.2.826.0.1.3680043.27436,2
1.2.826.0.1.3680043.27440,4
1.2.826.0.1.3680043.27523,0
1.2.826.0.1.3680043.2755,0
1.2.826.0.1.3680043.27562,4
1.2.826.0.1.3680043.27565,2
1.2.826.0.1.3680043.27569,1
1.2.826.0.1.3680043.27578,0
1.2.826.0.1.3680043.27583,2
1.2.826.0.1.3680043.27607,2
1.2.826.0.1.3680043.27622,4
1.2.826.0.1.3680043.2765,2
1.2.826.0.1.3680043.27670,3
1.2.826.0.1.3680043.27683,1
1.2.826.0.1.3680043.27714,0
1.2.826.0.1.3680043.27733,4
1.2.826.0.1.3680043.27745,4
1.2.826.0.1.3680043.27746,2
1.2.826.0.1.3680043.27748,3
1.2.826.0.1.3680043.27752,2
1.2.826.0.1.3680043.27770,2
1.2.826.0.1.3680043.27777,4
1.2.826.0.1.3680043.27793,4
1.2.826.0.1.3680043.27828,1
1.2.826.0.1.3680043.27830,1
1.2.826.0.1.3680043.27837,3
1.2.826.0.1.3680043.27850,4
1.2.826.0.1.3680043.27863,3
1.2.826.0.1.3680043.2792,3
1.2.826.0.1.3680043.27962,4
1.2.826.0.1.3680043.27975,1
1.2.826.0.1.3680043.27996,4
1.2.826.0.1.3680043.28019,3
1.2.826.0.1.3680043.28025,1
1.2.826.0.1.3680043.2803,2
1.2.826.0.1.3680043.28055,4
1.2.826.0.1.3680043.28122,1
1.2.826.0.1.3680043.2813,0
1.2.826.0.1.3680043.28153,2
1.2.826.0.1.3680043.28163,3
1.2.826.0.1.3680043.28207,1
1.2.826.0.1.3680043.28215,1
1.2.826.0.1.3680043.2823,1
1.2.826.0.1.3680043.28233,1
1.2.826.0.1.3680043.28252,0
1.2.826.0.1.3680043.28254,3
1.2.826.0.1.3680043.28273,4
1.2.826.0.1.3680043.28282,3
1.2.826.0.1.3680043.28296,0
1.2.826.0.1.3680043.28297,3
1.2.826.0.1.3680043.28304,4
1.2.826.0.1.3680043.28319,1
1.2.826.0.1.3680043.28321,1
1.2.826.0.1.3680043.28323,1
1.2.826.0.1.3680043.28327,3
1.2.826.0.1.3680043.28329,1
1.2.826.0.1.3680043.28344,3
1.2.826.0.1.3680043.28346,0
1.2.826.0.1.3680043.28355,2
1.2.826.0.1.3680043.28363,0
1.2.826.0.1.3680043.28411,3
1.2.826.0.1.3680043.28414,3
1.2.826.0.1.3680043.28480,0
1.2.826.0.1.3680043.28485,2
1.2.826.0.1.3680043.28502,0
1.2.826.0.1.3680043.28521,4
1.2.826.0.1.3680043.28523,2
1.2.826.0.1.3680043.28527,2
1.2.826.0.1.3680043.2854,0
1.2.826.0.1.3680043.28547,0
1.2.826.0.1.3680043.2856,0
1.2.826.0.1.3680043.28580,0
1.2.826.0.1.3680043.28606,3
1.2.826.0.1.3680043.28610,4
1.2.826.0.1.3680043.28618,4
1.2.826.0.1.3680043.28620,2
1.2.826.0.1.3680043.28637,2
1.2.826.0.1.3680043.28657,4
1.2.826.0.1.3680043.28665,1
1.2.826.0.1.3680043.28705,2
1.2.826.0.1.3680043.28710,1
1.2.826.0.1.3680043.28711,2
1.2.826.0.1.3680043.28731,0
1.2.826.0.1.3680043.28752,1
1.2.826.0.1.3680043.28753,4
1.2.826.0.1.3680043.28780,1
1.2.826.0.1.3680043.28794,1
1.2.826.0.1.3680043.28805,3
1.2.826.0.1.3680043.2882,2
1.2.826.0.1.3680043.28824,0
1.2.826.0.1.3680043.28825,2
1.2.826.0.1.3680043.2883,4
1.2.826.0.1.3680043.28832,0
1.2.826.0.1.3680043.28857,3
1.2.826.0.1.3680043.28865,4
1.2.826.0.1.3680043.28873,1
1.2.826.0.1.3680043.28890,0
1.2.826.0.1.3680043.28892,3
1.2.826.0.1.3680043.28904,3
1.2.826.0.1.3680043.28913,4
1.2.826.0.1.3680043.28934,3
1.2.826.0.1.3680043.2896,3
1.2.826.0.1.3680043.28968,2
1.2.826.0.1.3680043.28978,2
1.2.826.0.1.3680043.28990,2
1.2.826.0.1.3680043.29015,0
1.2.826.0.1.3680043.29035,0
1.2.826.0.1.3680043.29045,3
1.2.826.0.1.3680043.29047,2
1.2.826.0.1.3680043.29093,4
1.2.826.0.1.3680043.29100,0
1.2.826.0.1.3680043.29132,2
1.2.826.0.1.3680043.29140,2
1.2.826.0.1.3680043.29142,0
1.2.826.0.1.3680043.29183,1
1.2.826.0.1.3680043.29194,3
1.2.826.0.1.3680043.2920,2
1.2.826.0.1.3680043.29213,4
1.2.826.0.1.3680043.29218,0
1.2.826.0.1.3680043.2923,4
1.2.826.0.1.3680043.29243,2
1.2.826.0.1.3680043.29258,1
1.2.826.0.1.3680043.29261,4
1.2.826.0.1.3680043.29287,4
1.2.826.0.1.3680043.29329,0
1.2.826.0.1.3680043.29330,0
1.2.826.0.1.3680043.29351,2
1.2.826.0.1.3680043.29378,2
1.2.826.0.1.3680043.29396,4
1.2.826.0.1.3680043.29397,0
1.2.826.0.1.3680043.29409,4
1.2.826.0.1.3680043.29425,0
1.2.826.0.1.3680043.29457,2
1.2.826.0.1.3680043.29469,1
1.2.826.0.1.3680043.29539,4
1.2.826.0.1.3680043.29548,3
1.2.826.0.1.3680043.29571,3
1.2.826.0.1.3680043.29631,2
1.2.826.0.1.3680043.29650,1
1.2.826.0.1.3680043.29668,2
1.2.826.0.1.3680043.2967,4
1.2.826.0.1.3680043.29671,1
1.2.826.0.1.3680043.29747,4
1.2.826.0.1.3680043.29778,2
1.2.826.0.1.3680043.29791,3
1.2.826.0.1.3680043.29795,1
1.2.826.0.1.3680043.29804,1
1.2.826.0.1.3680043.29805,2
1.2.826.0.1.3680043.29807,2
1.2.826.0.1.3680043.29833,3
1.2.826.0.1.3680043.29837,1
1.2.826.0.1.3680043.29865,4
1.2.826.0.1.3680043.29872,2
1.2.826.0.1.3680043.29876,3
1.2.826.0.1.3680043.29878,0
1.2.826.0.1.3680043.29882,3
1.2.826.0.1.3680043.29889,0
1.2.826.0.1.3680043.29892,0
1.2.826.0.1.3680043.29924,0
1.2.826.0.1.3680043.29949,1
1.2.826.0.1.3680043.29968,1
1.2.826.0.1.3680043.2998,0
1.2.826.0.1.3680043.29986,4
1.2.826.0.1.3680043.29993,1
1.2.826.0.1.3680043.30020,1
1.2.826.0.1.3680043.30030,1
1.2.826.0.1.3680043.30037,0
1.2.826.0.1.3680043.30038,1
1.2.826.0.1.3680043.30039,3
1.2.826.0.1.3680043.3004,3
1.2.826.0.1.3680043.30051,0
1.2.826.0.1.3680043.30055,3
1.2.826.0.1.3680043.30067,2
1.2.826.0.1.3680043.30089,1
1.2.826.0.1.3680043.30122,4
1.2.826.0.1.3680043.30134,4
1.2.826.0.1.3680043.30177,3
1.2.826.0.1.3680043.30185,4
1.2.826.0.1.3680043.3020,1
1.2.826.0.1.3680043.30201,2
1.2.826.0.1.3680043.30213,3
1.2.826.0.1.3680043.30219,2
1.2.826.0.1.3680043.30221,0
1.2.826.0.1.3680043.30238,2
1.2.826.0.1.3680043.30240,0
1.2.826.0.1.3680043.30277,1
1.2.826.0.1.3680043.30282,2
1.2.826.0.1.3680043.30306,3
1.2.826.0.1.3680043.30307,4
1.2.826.0.1.3680043.30350,2
1.2.826.0.1.3680043.30366,3
1.2.826.0.1.3680043.30382,0
1.2.826.0.1.3680043.30408,3
1.2.826.0.1.3680043.30437,3
1.2.826.0.1.3680043.30442,0
1.2.826.0.1.3680043.30451,4
1.2.826.0.1.3680043.30465,4
1.2.826.0.1.3680043.30475,2
1.2.826.0.1.3680043.30487,0
1.2.826.0.1.3680043.30498,4
1.2.826.0.1.3680043.30505,2
1.2.826.0.1.3680043.30509,0
1.2.826.0.1.3680043.3051,2
1.2.826.0.1.3680043.30511,1
1.2.826.0.1.3680043.30515,4
1.2.826.0.1.3680043.30524,0
1.2.826.0.1.3680043.30539,0
1.2.826.0.1.3680043.30549,4
1.2.826.0.1.3680043.30565,0
1.2.826.0.1.3680043.30574,1
1.2.826.0.1.3680043.30604,0
1.2.826.0.1.3680043.30610,1
1.2.826.0.1.3680043.30640,1
1.2.826.0.1.3680043.30657,0
1.2.826.0.1.3680043.30682,0
1.2.826.0.1.3680043.30683,3
1.2.826.0.1.3680043.30708,2
1.2.826.0.1.3680043.30713,4
1.2.826.0.1.3680043.3072,0
1.2.826.0.1.3680043.30731,2
1.2.826.0.1.3680043.30741,4
1.2.826.0.1.3680043.30765,2
1.2.826.0.1.3680043.30778,0
1.2.826.0.1.3680043.30787,0
1.2.826.0.1.3680043.30795,2
1.2.826.0.1.3680043.30797,0
1.2.826.0.1.3680043.308,4
1.2.826.0.1.3680043.30831,3
1.2.826.0.1.3680043.30864,0
1.2.826.0.1.3680043.30880,2
1.2.826.0.1.3680043.30899,1
1.2.826.0.1.3680043.30905,2
1.2.826.0.1.3680043.30911,1
1.2.826.0.1.3680043.30912,0
1.2.826.0.1.3680043.30914,4
1.2.826.0.1.3680043.30985,2
1.2.826.0.1.3680043.31002,2
1.2.826.0.1.3680043.31005,3
1.2.826.0.1.3680043.31017,4
1.2.826.0.1.3680043.31026,3
1.2.826.0.1.3680043.31040,2
1.2.826.0.1.3680043.31041,2
1.2.826.0.1.3680043.31067,1
1.2.826.0.1.3680043.31072,3
1.2.826.0.1.3680043.31077,2
1.2.826.0.1.3680043.31083,3
1.2.826.0.1.3680043.31088,1
1.2.826.0.1.3680043.31114,4
1.2.826.0.1.3680043.31151,1
1.2.826.0.1.3680043.3117,4
1.2.826.0.1.3680043.31205,3
1.2.826.0.1.3680043.3121,1
1.2.826.0.1.3680043.31245,1
1.2.826.0.1.3680043.31264,3
1.2.826.0.1.3680043.3127,4
1.2.826.0.1.3680043.3130,1
1.2.826.0.1.3680043.3131,4
1.2.826.0.1.3680043.31328,2
1.2.826.0.1.3680043.31351,3
1.2.826.0.1.3680043.31352,0
1.2.826.0.1.3680043.31357,3
1.2.826.0.1.3680043.31368,1
1.2.826.0.1.3680043.31370,3
1.2.826.0.1.3680043.31379,0
1.2.826.0.1.3680043.31394,2
1.2.826.0.1.3680043.31409,2
1.2.826.0.1.3680043.31411,4
1.2.826.0.1.3680043.31419,2
1.2.826.0.1.3680043.31446,3
1.2.826.0.1.3680043.31450,4
1.2.826.0.1.3680043.31475,4
1.2.826.0.1.3680043.31532,1
1.2.826.0.1.3680043.31552,3
1.2.826.0.1.3680043.31569,2
1.2.826.0.1.3680043.31580,1
1.2.826.0.1.3680043.31581,0
1.2.826.0.1.3680043.31587,1
1.2.826.0.1.3680043.31595,0
1.2.826.0.1.3680043.31621,3
1.2.826.0.1.3680043.31629,0
1.2.826.0.1.3680043.3163,1
1.2.826.0.1.3680043.31642,3
1.2.826.0.1.3680043.31643,3
1.2.826.0.1.3680043.31658,0
1.2.826.0.1.3680043.3168,1
1.2.826.0.1.3680043.31681,2
1.2.826.0.1.3680043.31701,0
1.2.826.0.1.3680043.31718,2
1.2.826.0.1.3680043.31724,1
1.2.826.0.1.3680043.31738,1
1.2.826.0.1.3680043.31757,0
